,id,x,y,z,rxns,all,MCM_v3.3.1,MCM_v3.1,MCM_v3.2,CRI_v2.0.r5,CRI_v2.0.r4,CRI_v2.0.r1,CRI_v2.0.r3,CRI_v2.0.r2,CRI_v2.2
221,BOXMCO2H,-0.24282299022286158,-0.6892909754129986,0.3049832648877995,False,True,True,True,True,False,False,False,False,False,False
222,BOXMCO3,-0.2414711123713884,-0.6821972221247938,0.3070005566425613,False,True,True,True,True,False,False,False,False,False,False
223,BOXMCO3H,-0.24614366699172596,-0.6895364946862614,0.31167874318232314,False,True,True,True,True,False,False,False,False,False,False
224,BOXMOH,-0.2590344585918247,-0.6876556416821578,0.3204622283381233,False,True,True,True,True,False,False,False,False,False,False
225,BOXMOOH,-0.2565580138645863,-0.6779225562063764,0.30546919234270065,False,True,True,True,True,False,False,False,False,False,False
226,BOXMPAN,-0.2469832882630536,-0.6836221107642664,0.3178644037832583,False,True,True,True,True,False,False,False,False,False,False
227,BOXOHETOH,-0.2688120580864841,-0.16746475044719578,0.6967612003411525,False,True,True,True,True,False,False,False,False,False,False
228,BOXOHPROL,-0.39767109992230854,-0.22151055732875025,0.48941304072569003,False,True,True,True,True,False,False,False,False,False,False
229,BOXPOLANO3,-0.38857082258447506,-0.2186072919224159,0.4829483421368863,False,True,True,True,True,False,False,False,False,False,False
230,BOXPOLAOOH,-0.38231585159774717,-0.22335545929641187,0.4986776752886537,False,True,True,True,True,False,False,False,False,False,False
231,BOXPOLBNO3,-0.3932170958141121,-0.20900003507418186,0.5178806491455656,False,True,True,True,True,False,False,False,False,False,False
232,BOXPOLBOOH,-0.4024105107119721,-0.21811406123952148,0.5225440237373411,False,True,True,True,True,False,False,False,False,False,False
233,BOXPR2OH,-0.4050003803885497,-0.21141971519764302,0.5134896232748261,False,True,True,True,True,False,False,False,False,False,False
234,BOXPROANO3,-0.3977822194864985,-0.3564041071866999,0.44750478402029725,False,True,True,True,True,False,False,False,False,False,False
235,BOXPROBOOH,-0.4868853555019169,-0.36577549016169186,0.2792740234267681,False,True,True,True,True,False,False,False,False,False,False
236,BOXPROLAO,-0.3832449218128626,-0.22746878397811376,0.4952709272518343,False,True,True,True,True,False,False,False,False,False,False
237,BOXPROLAO2,-0.38811850601820796,-0.22383246817017988,0.4937467300235796,False,True,True,True,True,False,False,False,False,False,False
238,BOXPROLBO,-0.3950129908453155,-0.2193074602784889,0.5142158865309223,False,True,True,True,True,False,False,False,False,False,False
239,BOXPROLBO2,-0.39483132649556096,-0.22123522500087678,0.5087020194418761,False,True,True,True,True,False,False,False,False,False,False
240,BOXPRONAO2,-0.4060931329492561,-0.3540918417452913,0.44538333082485826,False,True,True,True,True,False,False,False,False,False,False
241,BOXPRONBO,-0.4880749342388886,-0.35874311669180314,0.2829406972605062,False,True,True,True,True,False,False,False,False,False,False
242,BOXPRONBO2,-0.49227442382661657,-0.363521973974957,0.2840238806825921,False,True,True,True,True,False,False,False,False,False,False
243,BOXPRONBOH,-0.48680051732842755,-0.3708875521728455,0.2943258294093616,False,True,True,True,True,False,False,False,False,False,False
244,BOXPRONE,-0.3889525943651777,-0.21063843779593838,0.5047219056765595,False,True,True,True,True,False,False,False,False,False,False
245,BOXPRONEAO,-0.4062388332906838,-0.35720072954298343,0.4399411344518742,False,True,True,True,True,False,False,False,False,False,False
246,BOXPRONOH,-0.40454852489931237,-0.35794956332643535,0.4568410892993233,False,True,True,True,True,False,False,False,False,False,False
247,BOXPROOOH,-0.39928855814296615,-0.35148188418505133,0.44311375814955767,False,True,True,True,True,False,False,False,False,False,False
248,BPINANO3,0.12761459493230243,0.40891673389218197,-0.38260790623559116,False,True,True,True,True,False,False,False,False,False,False
249,BPINAO,0.04895623687371331,0.46567202132510266,-0.08163753252058736,False,True,True,True,True,False,False,False,False,False,False
250,BPINAO2,0.04466407080298884,0.4650551541510295,-0.08081284148109924,False,True,True,True,True,False,False,False,False,False,False
251,BPINAOH,-0.16281690400606774,0.6446678474974574,-0.3270263103198664,False,True,True,True,True,False,False,False,False,False,False
252,BPINAOOH,0.04661765417839536,0.4602583213496545,-0.08523330012590147,False,True,True,True,True,False,False,False,False,False,False
253,BPINBNO3,-0.10653000343502395,0.6503235593279788,-0.24240039562235272,False,True,True,True,True,False,False,False,False,False,False
254,BPINBO,-0.03814554357523747,0.8274613307144614,-0.19168619693679356,False,True,True,True,True,False,False,False,False,False,False
255,BPINBO2,-0.03836610899399906,0.827246501350356,-0.1861799747241275,False,True,True,True,True,False,False,False,False,False,False
256,BPINBOOH,-0.04160201214015824,0.8207928518817298,-0.1879951550595942,False,True,True,True,True,False,False,False,False,False,False
257,BPINCNO3,-0.7048784255141585,0.5443556872785944,0.10591593980615466,False,True,True,True,True,False,False,False,False,False,False
258,BPINCO,-0.7097381774086087,0.542957104275543,0.10697427738000531,False,True,True,True,True,False,False,False,False,False,False
259,BPINCO2,-0.7118960179082319,0.5451317035530148,0.11212644625532442,False,True,True,True,True,False,False,False,False,False,False
260,BPINCOH,-0.7135835598374243,0.5485558205604857,0.10617060975056214,False,True,True,True,True,False,False,False,False,False,False
261,BPINCOOH,-0.7093554834738465,0.5395066816316512,0.11607120246738378,False,True,True,True,True,False,False,False,False,False,False
262,BPINENE,-0.18641713177812058,0.008243309599803572,0.2494346375014631,False,True,True,True,True,True,True,True,True,True,True
263,BR,0.5189076163009172,-0.22288678054084388,-0.2121658651491587,False,True,True,True,True,False,False,False,False,False,False
264,BRETAL,0.47034237274850343,-0.11363947248430428,-0.6819540304027176,False,True,True,True,True,False,False,False,False,False,False
265,BRETO2H,0.47470877222103103,-0.12180956472940274,-0.6857860246881726,False,True,True,True,True,False,False,False,False,False,False
266,BRETO3,0.47112159292892275,-0.11817017993055301,-0.6782701555971246,False,True,True,True,True,False,False,False,False,False,False
267,BRETO3H,0.47712942662765956,-0.1128082143733996,-0.6804107209835133,False,True,True,True,True,False,False,False,False,False,False
268,BRETPAN,0.46241645860565694,-0.1193451650240257,-0.67863806527291,False,True,True,True,True,False,False,False,False,False,False
269,BU1ENO3O,-0.6513704362019241,0.23132606713198411,-0.017857475614038942,False,True,True,True,True,False,False,False,False,False,False
270,BU1ENO3O2,-0.6494661880687098,0.23347041492757192,-0.012331185600875427,False,True,True,True,True,False,False,False,False,False,False
271,BU1ENO3OOH,-0.6446156577148561,0.2332617235452985,-0.01794730291150337,False,True,True,True,True,False,False,False,False,False,False
272,BUFORMO,-0.1693429882863381,-0.1333007435726561,0.9438866073710941,False,True,True,True,True,False,False,False,False,False,False
273,BUFORMOOH,-0.17683963971440886,-0.14040589596997655,0.9355680262601502,False,True,True,True,True,False,False,False,False,False,False
274,BUOHFORM,-0.1871442502541688,-0.1309577882220896,0.9396054765983168,False,True,True,True,True,False,False,False,False,False,False
275,BUOX2ETOH,-0.6553679740505849,-0.21255918768194726,0.3463711921945811,False,True,True,True,True,False,False,True,False,False,True
276,BUT1ENE,-0.20428248345309807,0.008857546210234712,0.2458439346267507,False,True,True,True,True,False,True,True,False,False,True
277,BUT2CHO,-0.49711711587096297,-0.17090026656378243,-0.1602237081950686,False,True,True,True,True,False,False,False,False,False,False
278,BUT2CO2H,-0.4943963003179126,-0.17270658693135976,-0.14953617101588468,False,True,True,True,True,False,False,False,False,False,False
279,BUT2CO3,-0.49835280231091805,-0.17029304478973017,-0.15397688858309377,False,True,True,True,True,False,False,False,False,False,False
280,BUT2CO3H,-0.506260273372571,-0.17102214934586646,-0.15609690836421153,False,True,True,True,True,False,False,False,False,False,False
281,BUT2OL,-0.47093854534807855,-0.4503437269825681,-0.10984105824201285,False,True,True,True,True,False,False,False,False,False,True
282,BUT2OLAO,-0.47942881777544166,-0.4507733857107783,-0.11316137139526161,False,True,True,True,True,False,False,False,False,False,False
283,BUT2OLNO3,-0.490548612503948,-0.4601469608221388,-0.1215305998122228,False,True,True,True,True,False,False,False,False,False,False
284,BUT2OLO,-0.48803020976699474,-0.45743309599803583,-0.1259660615269207,False,True,True,True,True,False,False,False,False,False,False
285,BUT2OLO2,-0.4794385003930681,-0.45360562589877595,-0.119399590521309,False,True,True,True,True,False,False,False,False,False,False
286,BUT2OLOH,-0.4839565942084114,-0.466192872926239,-0.12873780701942994,False,True,True,True,True,False,False,False,False,False,False
287,BUT2OLOOH,-0.48606971023614065,-0.4532022728069868,-0.11404851151867856,False,True,True,True,True,False,False,False,False,False,False
288,BUTACID,-0.3634144598367326,-0.0480437375048226,0.3630652131845451,False,True,True,True,True,False,False,False,False,False,False
289,BUTAL2NO3,-0.5194562979664198,0.00518264880221686,0.30634214166433726,False,True,True,True,True,False,False,False,False,False,False
290,BUTAL2O,0.056444127838217284,-0.08133658938655253,0.23554867516681344,False,True,True,True,True,False,False,False,False,False,False
291,BUTALAO2,0.06157637625729939,-0.08273867980779337,0.2380748290056165,False,True,True,True,True,False,False,False,False,False,False
292,BUTALAOOH,0.06173683106368166,-0.0767361720037879,0.23457825367133234,False,True,True,True,True,False,False,False,False,False,False
293,BUTALNO3,-0.3721311210857442,-0.027035617831714043,-0.2758242729603111,False,True,True,True,True,False,False,False,False,False,False
294,BUTALO,-0.36482535554802475,-0.027530163796429363,-0.27370807561738353,False,True,True,True,True,False,False,False,False,False,False
295,BUTALO2,-0.36485394232387436,-0.026168408684367317,-0.26973751794754186,False,True,True,True,True,False,False,False,False,False,False
296,BUTALO2H,-0.358575456408625,-0.02917426607274376,-0.2748591073173412,False,True,True,True,True,False,False,False,False,False,False
297,BUTDANO3,0.4410962567461332,0.11723071796850348,-0.3707521363845946,False,True,True,True,True,False,False,False,False,False,False
298,BUTDAO,0.4415112260729839,0.11770680614499685,-0.3616475664208362,False,True,True,True,True,False,False,False,False,False,False
299,BUTDAO2,0.4354849492930535,0.11719700291115709,-0.36395823030667895,False,True,True,True,True,False,False,False,False,False,False
300,BUTDAOH,-0.18149513448464272,-0.007625565571182991,0.2323325712347193,False,True,True,True,True,False,False,False,False,False,False
301,BUTDAOOH,0.44052913199943755,0.11628761706008217,-0.35243214574956805,False,True,True,True,True,False,False,False,False,False,False
302,BUTDBNO3,-0.05759253239642481,0.00795570130826695,0.14849885685207886,False,True,True,True,True,False,False,False,False,False,False
303,BUTDBO,0.16893816265414374,0.4643655080495248,-0.07552019800229814,False,True,True,True,True,False,False,False,False,False,False
304,BUTDBO2,0.1687712527693439,0.4676054856020486,-0.07548469710760874,False,True,True,True,True,False,False,False,False,False,False
305,BUTDBOH,0.17497181666655148,0.47094498614569824,-0.08314878123947345,False,True,True,True,True,False,False,False,False,False,False
306,BUTDBOOH,0.1629280235702577,0.46190768475325306,-0.07790286706754479,False,True,True,True,True,False,False,False,False,False,False
307,BUTDCO,0.2849013410425414,0.2983024095962963,-0.13497220370728724,False,True,True,True,True,False,False,False,False,False,False
308,BUTDCO2,0.28303997307310147,0.29674336221107644,-0.13250864229384518,False,True,True,True,True,False,False,False,False,False,False
309,BUTDCOOH,0.2868088167149645,0.295547332608467,-0.12521017437485216,False,True,True,True,True,False,False,False,False,False,False
310,BUTONENO3,-0.49851879004165833,0.002577075514713645,-0.07687845363263024,False,True,True,True,True,False,False,False,False,False,False
311,BZBIPER2OH,0.40391085536705185,-0.15938058994773951,0.06248921952979236,False,True,True,True,True,False,False,False,False,False,False
312,BZBIPERNO3,0.6713027962016476,-0.06630247974465986,-0.011824234735929307,False,True,True,True,True,False,False,False,False,False,False
313,BZBIPERO,0.674498060018397,-0.06904878818701543,-0.017407861321942497,False,True,True,True,True,False,False,False,False,False,False
314,BZBIPERO2,0.6686377709692068,-0.0666391918908491,-0.018814040771081397,False,True,True,True,True,False,False,False,False,False,False
315,BZBIPEROOH,0.6714088439185091,-0.07689839009505095,-0.0159338335949315,False,True,True,True,True,False,False,False,False,False,False
316,BZEMUCCO,0.5212452768421756,-0.12118305215530845,0.11317905017189034,False,True,True,True,True,False,False,False,False,False,False
317,BZEMUCCO2H,0.5058960225190021,0.03399433551962394,0.03619036697795641,False,True,True,True,True,False,False,False,False,False,False
318,BZEMUCCO3,0.49907208247745927,0.03464890743923399,0.03726494991411444,False,True,True,True,True,False,False,False,False,False,False
319,BZEMUCCO3H,0.5098105665022925,0.03443100908421326,0.04061913942582196,False,True,True,True,True,False,False,False,False,False,False
320,BZEMUCNO3,0.5148178630462898,-0.11856038020413162,0.1052842818952604,False,True,True,True,True,False,False,False,False,False,False
321,BZEMUCO,0.5265707165367581,-0.11749193293816418,0.09992665696722969,False,True,True,True,True,False,False,False,False,False,False
322,BZEMUCO2,0.5245834745381737,-0.11461015046824019,0.10468272568511239,False,True,True,True,True,False,False,False,False,False,False
323,BZEMUCOH,0.5197882734279,-0.11279243099154712,0.1115258456547239,False,True,True,True,True,False,False,False,False,False,False
324,BZEMUCOOH,0.5251598208254662,-0.12348391848760121,0.1060779156244549,False,True,True,True,True,False,False,False,False,False,False
325,BZEMUCPAN,0.49520364619715185,0.0334340254638561,0.044403831038675845,False,True,True,True,True,False,False,False,False,False,False
326,BZEPOXMUC,-0.062288002545145216,-0.014003367121461885,0.1866773694935986,False,True,True,True,True,False,False,False,False,False,False
327,BZFUCO,0.6797543381585043,-0.11412963417628275,-0.23912265487444484,False,True,True,True,True,False,False,False,False,False,False
328,BZFUO,0.6798511643347696,-0.12835835291641817,-0.24302584207118816,False,True,True,True,True,False,False,False,False,False,False
329,BZFUO2,0.678486376326461,-0.12509733085475783,-0.23952687771303516,False,True,True,True,True,False,False,False,False,False,False
330,BZFUOH,0.6844204377004244,-0.11501964154186106,-0.23319692007042847,False,True,True,True,True,False,False,False,False,False,False
331,BZFUONE,0.39277584509656127,-0.1586177264915296,0.08766666427764291,False,True,True,True,True,False,False,False,False,False,False
332,BZFUONOO,0.337061141119541,0.11381712321560111,-0.2997111670142696,False,True,True,True,True,False,False,False,False,False,False
333,BZFUONOOA,0.3382129115400665,0.12225136789309388,-0.28978716186353415,False,True,True,True,True,False,False,False,False,False,False
334,BZFUOOH,0.6719483040434151,-0.12639989828487252,-0.2412192622216489,False,True,True,True,True,False,False,False,False,False,False
